Name,Latitude,Longitude,,keyword,
청주강서Hi,36.61697879,127.4195508,,청주강서하이패스IC,
청주영덕선종점,0,0,,,청주JC / 낙동JC
청통와촌,35.97057957,128.8292419,,,
청통와촌IC,35.97057957,128.8292419,,,
초정IC,35.23206153,128.9793576,,,
추부IC,36.19222158,127.485147,,,
추풍령IC,36.19826774,128.0019829,,,
축동IC,35.08641621,128.0433383,,,
춘장대IC,36.16772228,126.6014787,,,
춘천IC,37.84236885,127.7667689,,,
춘천JC,37.75608492,127.7879416,,,
춘천TG,37.83933481,127.7760756,,,
충주IC,36.97849,127.8465633,,,
충주JC,37.04016776,127.7388481,,,
칠곡IC,35.93527536,128.5352718,,,
칠곡JC,35.90751966,128.4915591,,,
칠곡물류IC,35.95733893,128.4548448,,,
칠서IC,35.3278878,128.5054789,,,
칠원JC,35.28338697,128.510515,,,
칠원JC ,35.28338697,128.510515,,,
칠원TG,35.28039325,128.513528,,,
탄천IC,36.29886008,127.0673374,,,
태인IC,35.66136913,126.9273619,,,
토평IC,37.58259824,127.157608,,,
통도사Hi,35.48862502,129.0892884,,,
통도사IC,35.50001172,129.0957145,,,
통영IC,34.86658582,128.4427162,,,
통일로IC,37.67400101,126.8858171,,,
퇴계원IC,37.63882457,127.1333719,,,
파군재IC,35.93639898,128.640772,,,
판교IC,37.39787841,127.1006169,,,
판교JC,37.4058447,127.0947136,,,
판암IC,36.31696123,127.4722577,,,
팔곡JC,37.30905911,126.8947232,,,
팔공산IC,35.90661836,128.6402509,,,
팔탄JC,37.19175519,126.8721106,,,
평창IC,37.59007432,128.4135233,,,
평촌IC,37.38191056,126.9659909,,,
평택JC,37.03153299,126.9715605,,,
평택고덕IC,37.02583328,127.0334137,,,
포곡IC,37.27950885,127.2125549,,,
포천IC,37.88165355,127.2194707,,,
포항IC,36.04160479,129.3165746,,,
풍기IC,36.85264913,128.530444,,,
하남IC,37.52580036,127.2201118,,,
하남JC,37.53191145,127.1963166,,,
하동IC,35.00249287,127.8142281,,,
하산운터널남측,37.37666421,127.0653997,,하산운터널,
하산운터널북측,37.37666421,127.0653997,,하산운터널,
하조대IC,38.02520089,128.6945314,,,
학의JC,37.3872531,127.0015222,,,
학익JC,37.43690768,126.6513489,,,
한남IC,37.52171897,127.0177376,,,
한림IC,35.2948481,128.8142762,,,
함안IC,35.28905174,128.3901574,,,
함양IC,35.53273074,127.7498846,,,
함양JC,35.53468832,127.7699088,,,
함평IC,35.09917804,126.4815872,,,
함평JC,35.029437,126.4856091,,,
해룡IC,34.91507007,127.5459054,,,
해미IC,36.71195484,126.5624364,,,
해운대IC,35.21136612,129.2048223,,,
해인사IC,35.6964392,128.1839748,,,
행주산성JC,37.60174642,126.8379645,,,
향남IC,37.12974583,127.0005222,,,
헌릉IC,37.46484855,127.0925182,,,
현풍JC,35.67495857,128.4347909,,,
호법JC,37.23505839,127.427165,,,
홍성IC,36.59168993,126.5603673,,,
홍천IC,37.67795313,127.8558673,,,
화도IC,37.63180759,127.3112998,,,
화도JC,37.63091021,127.3180582,,,
화산JC,36.02366963,128.8943699,,,
화산JCT,36.02366963,128.8943699,,,
화서IC,36.44253669,127.9624028,,,
화성IC,37.18935146,126.8115711,,,
화성JC,37.19603927,126.9639592,,,
화성광주선시점,0,0,,,동탄IC / 곤지암JC
화원옥포IC,35.80043943,128.4790887,,,
화원옥포TG,35.79722887,128.4798698,,,
활천IC,35.71180193,129.1909996,,,
황간IC,36.22205114,127.9061455,,,
황천IC,35.14678246,127.4567135,,,
회덕JC,36.40467689,127.4193174,,,
회인IC,36.48676072,127.6086588,,,
횡성IC,37.50496797,127.970058,,,
흥덕IC,37.27869185,127.0793453,,,
흥도IC,37.62154144,126.8585249,,,
흥천이포IC,37.37844801,127.5157928,,,
